category,amt,city,state,lat,long,city_pop,merch_lat,merch_long,age,transaction_hour,transaction_day_of_month,transaction_month,transaction_year,transaction_day_of_week,profession_group,fraud_category_merchant,is_fraud
misc_pos,32.53,Kissee Mills,Missouri,36.6704,-93.0377,1201,35.796259,-93.074065,39,1,4,1,2019,4,Ingeniería y Técnicos,0,0
gas_transport,48.36,Indian Wells,California,33.7163,-116.3381,4677,32.835068,-116.788166,65,9,30,12,2020,2,Other,2,0
shopping_net,98.39,Burlington,Washington,48.4786,-122.3345,14871,48.64212,-121.472037,46,13,31,12,2020,3,Ejecutivos,4,0
misc_net,4.29,Meredith,Colorado,39.3199,-106.6596,61,38.473834,-106.579375,81,3,31,12,2020,3,Ejecutivos,4,0
misc_net,721.02,Jelm,Wyoming,41.0539,-106.0763,100,41.146538,-106.112244,46,8,30,12,2020,2,Other,5,0
travel,4.02,Red River,New Mexico,36.6659,-105.4694,606,37.590176,-106.159147,31,13,7,1,2019,0,Other,0,0
gas_transport,73.11,Fields Landing,California,40.7268,-124.2174,276,41.359602,-123.959767,90,10,1,1,2019,1,Ingeniería y Técnicos,4,0
grocery_pos,72.37,San Diego,California,33.0067,-117.069,1241364,32.589568,-117.1548,60,6,10,1,2019,3,Administradores,5,0
personal_care,82.36,Kissee Mills,Missouri,36.6704,-93.0377,1201,36.723763,-93.289758,39,14,16,1,2019,2,Ingeniería y Técnicos,0,0
personal_care,12.34,Meridian,Idaho,43.6498,-116.4306,84106,43.493548,-116.904412,49,12,27,12,2020,6,Other,3,0
health_fitness,94.85,Meridian,Idaho,43.6498,-116.4306,84106,43.884781,-116.149261,49,12,29,12,2020,1,Other,4,0
shopping_net,2.68,Manley,Nebraska,40.9207,-96.168,206,40.89203,-95.928549,52,11,15,1,2019,1,Ejecutivos,4,0
kids_pets,44.63,Thompson,Utah,38.9999,-109.615,46,39.784914,-109.421193,32,15,9,1,2019,2,Other,0,0
shopping_pos,4.29,Corona,California,33.8419,-117.6043,233717,33.499519,-116.661924,53,0,21,1,2019,0,Other,0,0
gas_transport,65.78,Brainard,Nebraska,41.1832,-96.9882,614,42.123682,-96.759372,52,11,1,1,2019,1,Other,2,0
personal_care,47.76,Paauilo,Hawaii,20.0271,-155.3697,1490,19.486714,-154.483376,29,13,29,12,2020,1,Ingeniería y Técnicos,0,0
misc_pos,6.59,Laguna Hills,California,33.615,-117.7114,45303,33.92122,-117.15192,50,9,21,1,2019,0,Ejecutivos,3,0
personal_care,205.53,Burbank,Washington,46.1966,-118.9017,3684,46.19274,-119.321474,38,20,2,1,2019,2,Arte,4,0
entertainment,123.33,San Jose,California,37.3304,-121.7913,973849,36.966817,-122.217067,65,6,31,12,2020,3,Arte,2,0
food_dining,33.89,Carlotta,California,40.507,-123.9743,1139,39.941232,-124.012756,68,21,1,1,2019,1,Salud,0,0
gas_transport,54.15,North Loup,Nebraska,41.4972,-98.7858,509,41.47854,-98.73455,40,3,29,12,2020,1,Salud,3,0
food_dining,47.59,Lowell,Oregon,43.921,-122.7806,1420,44.748595,-123.560937,55,16,28,12,2020,0,Other,0,0
food_dining,36.74,Freedom,Wyoming,43.0172,-111.0292,471,42.760765,-110.108028,53,16,28,12,2020,0,Ejecutivos,0,0
home,12.54,Scotts Mills,Oregon,44.9897,-122.6187,1252,45.788528,-122.181369,82,23,13,1,2019,6,Ingeniería y Técnicos,4,0
health_fitness,34.59,Napa,California,38.4549,-122.2564,94014,37.724774,-122.944581,35,22,24,12,2020,3,Other,0,0
entertainment,68.55,Red Cliff,Colorado,39.4584,-106.3851,277,40.264311,-107.377639,34,15,5,1,2019,5,Ejecutivos,0,0
gas_transport,50.56,Manley,Nebraska,40.9207,-96.168,206,40.349468,-95.396791,52,1,13,1,2019,6,Ejecutivos,4,0
entertainment,17.1,Lowell,Oregon,43.921,-122.7806,1420,43.322816,-123.742587,55,12,29,12,2020,1,Other,3,0
home,38.36,Orient,Washington,48.8878,-118.2105,149,48.868811,-117.832428,41,13,16,1,2019,2,Educación,0,0
misc_pos,266.57,Westerville,Nebraska,41.4193,-99.3844,73,41.775146,-99.667686,85,10,31,12,2020,3,Arte,0,0
entertainment,76.17,Glendale,California,34.1556,-118.2322,172817,33.721462,-117.282993,38,15,29,12,2020,1,Other,3,0
gas_transport,67.46,Rock Springs,Wyoming,41.606,-109.23,27971,40.949597,-109.105701,35,7,3,1,2019,3,Salud,2,0
grocery_pos,114.8,Monitor,Washington,47.4852,-120.4158,584,46.707189,-119.868531,50,7,3,1,2019,3,Ejecutivos,5,0
food_dining,99.21,Laguna Hills,California,33.615,-117.7114,45303,32.944608,-117.669189,50,12,3,1,2019,3,Ejecutivos,2,0
gas_transport,27.45,Wendel,California,40.3406,-120.2824,104,39.669255,-119.412447,30,3,18,1,2019,4,Educación,4,0
kids_pets,39.33,Meredith,Colorado,39.3199,-106.6596,61,38.878035,-105.797613,80,14,20,1,2019,6,Ejecutivos,2,0
grocery_pos,202.74,Burlington,Washington,48.4786,-122.3345,14871,47.507202,-122.43717,45,5,11,1,2019,4,Ejecutivos,5,0
misc_pos,14.87,Mesa,Idaho,44.6255,-116.4493,129,44.372134,-116.122133,54,7,4,1,2019,4,Other,2,0
misc_net,9.7,Phoenix,Arizona,33.5623,-112.0559,1312922,33.194611,-112.645909,39,1,29,12,2020,1,Other,2,0
shopping_pos,5.86,Scotts Mills,Oregon,44.9897,-122.6187,1252,44.413212,-123.414001,82,2,13,1,2019,6,Ingeniería y Técnicos,3,0
misc_pos,4.14,Newberg,Oregon,45.3099,-122.9685,28278,45.008318,-122.01276,43,14,28,12,2020,0,Ingeniería y Técnicos,3,0
misc_net,3.54,Arnold,Missouri,38.4305,-90.387,35439,38.910523,-90.593086,35,7,31,12,2020,3,Other,5,0
shopping_pos,40.43,Independence,Missouri,39.1412,-94.3515,123373,39.191479,-93.713638,28,17,29,12,2020,1,Ingeniería y Técnicos,4,0
travel,4.05,Napa,California,38.4549,-122.2564,94014,37.856585,-122.741139,35,14,29,12,2020,1,Other,5,0
shopping_net,4.33,Holstein,Nebraska,40.4542,-98.6538,331,40.278862,-98.75403,70,8,28,12,2020,0,Other,5,0
shopping_pos,474.63,Aurora,Colorado,39.6662,-104.835,389246,40.553962,-105.81415,51,8,28,12,2020,0,Ingeniería y Técnicos,5,0
travel,9.72,Centerview,Missouri,38.7897,-93.8702,2368,39.022731,-93.185436,30,12,3,1,2019,3,Ingeniería y Técnicos,0,0
entertainment,1.03,San Jose,California,37.3304,-121.7913,973849,37.85868,-121.366217,23,18,29,12,2020,1,Ingeniería y Técnicos,3,0
travel,455.51,Williamsburg,Missouri,38.8874,-91.7689,710,39.500608,-92.565439,49,18,21,1,2019,0,Arte,0,0
personal_care,51.74,Rock Springs,Wyoming,41.606,-109.23,27971,41.533669,-109.867285,35,13,1,1,2019,1,Salud,3,0
food_dining,54.25,Port Costa,California,38.046,-122.1866,198,37.931406,-122.481765,61,22,31,12,2020,3,Ejecutivos,2,0
personal_care,19.42,Cascade Locks,Oregon,45.671,-121.8686,1288,44.962219,-122.768876,84,22,27,12,2020,6,Other,0,0
gas_transport,43.92,Rocky Mount,Missouri,38.2911,-92.7059,1847,37.490475,-92.579171,32,2,27,12,2020,6,Other,3,0
home,10.77,Superior,Arizona,33.2887,-111.0985,2872,33.831113,-110.362739,33,18,26,12,2020,5,Ingeniería y Técnicos,0,0
health_fitness,101.83,Riverton,Wyoming,43.0351,-108.2024,19408,43.642137,-107.411679,26,16,8,1,2019,1,Educación,0,0
shopping_net,4.0,Sun City,California,33.7467,-117.1721,54287,34.637971,-116.654867,47,23,2,1,2019,2,Arte,5,0
entertainment,49.08,Burlington,Washington,48.4786,-122.3345,14871,49.053154,-122.369565,45,21,14,1,2019,0,Ejecutivos,0,0
misc_pos,60.67,Westerville,Nebraska,41.4193,-99.3844,73,40.904729,-99.159586,84,4,10,1,2019,3,Arte,2,0
gas_transport,59.4,Meridian,Idaho,43.6498,-116.4306,84106,43.258811,-115.943393,48,1,21,1,2019,0,Other,2,0
shopping_net,13.53,Napa,California,38.4549,-122.2564,94014,38.787013,-122.216795,34,14,19,1,2019,5,Other,4,0
entertainment,28.63,Kent,Oregon,45.0838,-120.6649,60,44.375714,-120.792129,77,20,14,1,2019,0,Ejecutivos,3,0
grocery_net,65.18,Iliff,Colorado,40.7692,-103.0968,648,40.528505,-103.918164,50,6,19,1,2019,5,Other,0,0
shopping_pos,6.81,Manville,Wyoming,42.73,-104.7024,241,43.001428,-105.223635,40,22,26,12,2020,5,Salud,4,0
shopping_net,154.51,Huslia,Alaska,65.6899,-156.292,277,66.11184,-155.321206,55,11,28,12,2020,0,Ingeniería y Técnicos,5,0
kids_pets,55.09,Rocky Mount,Missouri,38.2911,-92.7059,1847,38.87091,-92.547919,31,17,11,1,2019,4,Other,0,0
misc_pos,39.9,Meredith,Colorado,39.3199,-106.6596,61,38.754707,-106.956311,80,10,8,1,2019,1,Ejecutivos,2,0
personal_care,1.47,Greenview,California,41.5403,-122.9366,308,41.713692,-123.508365,62,20,30,12,2020,2,Ejecutivos,3,0
entertainment,159.43,Ruidoso,New Mexico,33.3305,-105.6933,8874,33.394931,-105.415257,19,14,10,1,2019,3,Other,0,0
shopping_pos,512.29,American Fork,Utah,40.3928,-111.7941,42384,40.453564,-111.665277,27,22,4,1,2019,4,Other,2,0
shopping_net,178.7,Superior,Arizona,33.2887,-111.0985,2872,32.933243,-111.624085,33,17,25,12,2020,4,Ingeniería y Técnicos,5,0
misc_net,4.17,Superior,Arizona,33.2887,-111.0985,2872,33.24223,-110.737556,32,0,20,1,2019,6,Ingeniería y Técnicos,5,0
kids_pets,25.86,Saint Louis,Missouri,38.6171,-90.4504,927396,39.42189,-89.824536,60,20,29,12,2020,1,Other,4,0
personal_care,4.73,Superior,Arizona,33.2887,-111.0985,2872,33.722645,-110.121297,32,15,20,1,2019,6,Ingeniería y Técnicos,2,0
kids_pets,2.34,June Lake,California,37.7773,-119.0825,633,38.226455,-118.601686,93,16,28,12,2020,0,Ejecutivos,2,0
kids_pets,7.88,Browning,Missouri,40.029,-93.1607,602,39.741556,-93.157882,65,20,8,1,2019,1,Other,2,0
personal_care,7.33,Laguna Hills,California,33.615,-117.7114,45303,32.911433,-116.876739,51,12,31,12,2020,3,Ejecutivos,4,0
home,59.0,Laguna Hills,California,33.615,-117.7114,45303,34.28854,-117.563682,50,16,8,1,2019,1,Ejecutivos,2,0
personal_care,40.27,Meridian,Idaho,43.6498,-116.4306,84106,43.140597,-116.23834,49,21,24,12,2020,3,Other,3,0
shopping_net,6.52,Carlotta,California,40.507,-123.9743,1139,41.141127,-123.269624,69,5,27,12,2020,6,Salud,2,0
home,84.3,Athena,Oregon,45.8289,-118.4971,1302,45.26688,-117.685356,43,22,21,1,2019,0,Other,2,0
shopping_pos,3.21,Smith River,California,41.9404,-124.1587,1930,41.661267,-124.920007,36,14,1,1,2019,1,Arte,4,0
gas_transport,60.83,Thompson,Utah,38.9999,-109.615,46,38.42884,-110.461054,32,10,21,1,2019,0,Other,3,0
entertainment,8.75,Cardwell,Missouri,36.0434,-90.2907,1120,37.02967,-89.542506,63,19,28,12,2020,0,Ejecutivos,3,0
travel,6.35,Unionville,Missouri,40.4815,-92.9951,3805,39.526913,-93.379632,70,20,29,12,2020,1,Other,4,0
kids_pets,4.55,Port Costa,California,38.046,-122.1866,198,38.632211,-121.251981,61,23,24,12,2020,3,Ejecutivos,0,0
kids_pets,40.72,Cardwell,Missouri,36.0434,-90.2907,1120,37.024275,-90.069757,62,13,7,1,2019,0,Ejecutivos,3,0
shopping_net,70.86,Issaquah,Washington,47.4974,-122.0107,50489,47.862085,-122.694385,36,18,29,12,2020,1,Other,4,0
grocery_pos,62.51,Moriarty,New Mexico,34.9889,-106.0609,7268,34.008891,-105.436207,32,7,25,12,2020,4,Salud,5,0
shopping_pos,5.64,Fullerton,Nebraska,41.366,-98.0054,1749,40.468006,-98.48779,47,21,24,12,2020,3,Other,3,0
grocery_net,95.01,Lowell,Oregon,43.921,-122.7806,1420,43.144572,-123.550742,54,0,21,1,2019,0,Other,0,0
gas_transport,56.53,Orient,Washington,48.8878,-118.2105,149,49.664657,-117.634677,41,2,19,1,2019,5,Educación,4,0
kids_pets,71.56,Orient,Washington,48.8878,-118.2105,149,48.372912,-118.170622,42,20,25,12,2020,4,Educación,3,0
health_fitness,137.72,Port Costa,California,38.046,-122.1866,198,38.344571,-121.494999,61,21,27,12,2020,6,Ejecutivos,0,0
shopping_pos,2.85,Santa Monica,California,34.0287,-118.4924,92043,34.256256,-118.875747,59,8,28,12,2020,0,Ingeniería y Técnicos,3,0
personal_care,194.34,Centerview,Missouri,38.7897,-93.8702,2368,39.330067,-93.730946,30,15,1,1,2019,1,Ingeniería y Técnicos,3,0
grocery_pos,155.23,Huslia,Alaska,65.6899,-156.292,277,64.934388,-157.214487,54,4,5,1,2019,5,Ingeniería y Técnicos,5,0
grocery_pos,159.36,Browning,Missouri,40.029,-93.1607,602,40.350779,-93.609639,65,10,21,1,2019,0,Other,5,0
gas_transport,63.83,Mound City,Missouri,40.1362,-95.2138,1631,39.903445,-94.794303,67,10,27,12,2020,6,Other,3,0
shopping_net,5.71,Espanola,New Mexico,35.9866,-106.0654,18408,35.99269,-106.20248,48,14,31,12,2020,3,Ejecutivos,5,0
personal_care,91.44,Shedd,Oregon,44.453,-123.1065,917,43.91747,-123.713226,24,15,15,1,2019,1,Other,0,0
shopping_net,5.49,Kirtland Afb,New Mexico,35.0203,-106.5503,310,35.266682,-107.360749,41,21,14,1,2019,0,Other,4,0
grocery_pos,45.17,Pueblo,Colorado,38.2352,-104.66,151815,38.371984,-105.10131,32,10,27,12,2020,6,Educación,5,0
kids_pets,71.07,Albuquerque,New Mexico,35.0561,-106.5506,641349,35.280485,-105.710679,53,12,27,12,2020,6,Ejecutivos,2,0
misc_pos,5.24,Nelson,Nebraska,40.201,-98.0684,732,39.654855,-97.511923,64,2,25,12,2020,4,Other,0,0
kids_pets,81.77,Kansas City,Missouri,38.9621,-94.5959,545147,38.610585,-94.315321,32,12,8,1,2019,1,Other,0,0
gas_transport,40.91,Conway,Washington,48.34,-122.3456,85,49.329812,-122.700624,35,4,21,1,2019,0,Ejecutivos,2,0
health_fitness,27.97,Centerview,Missouri,38.7897,-93.8702,2368,38.276518,-94.788323,31,13,28,12,2020,0,Ingeniería y Técnicos,2,0
shopping_net,1436.06,Orient,Washington,48.8878,-118.2105,149,49.073891,-118.652067,41,14,7,1,2019,0,Educación,4,0
food_dining,8.57,Tekoa,Washington,47.2271,-117.0819,895,46.904216,-117.440933,20,14,21,1,2019,0,Ingeniería y Técnicos,3,0
home,34.81,Lakeport,California,39.047,-122.9328,11256,38.952357,-122.163084,47,21,3,1,2019,3,Other,2,0
shopping_net,1.07,Hawthorne,California,33.9143,-118.3493,93193,33.085326,-118.421187,24,13,3,1,2019,3,Other,4,0
food_dining,123.58,Paradise Valley,Arizona,33.5494,-111.9565,17047,32.634061,-112.091336,84,5,7,1,2019,0,Other,0,0
personal_care,8.99,Phoenix,Arizona,33.8155,-112.1202,1312922,34.51609,-111.731664,21,14,29,12,2020,1,Salud,3,0
travel,3.85,Redford,Missouri,37.3272,-91.0243,241,37.365201,-90.542851,46,14,29,12,2020,1,Other,0,0
personal_care,35.74,North Loup,Nebraska,41.4972,-98.7858,509,40.682591,-98.476893,40,23,28,12,2020,0,Salud,0,0
shopping_pos,1.96,San Diego,California,33.0067,-117.069,1241364,33.201098,-116.869942,60,5,15,1,2019,1,Administradores,0,0
grocery_pos,100.95,Fullerton,Nebraska,41.366,-98.0054,1749,41.286544,-98.413631,47,2,27,12,2020,6,Other,5,0
home,73.39,Red Cliff,Colorado,39.4584,-106.3851,277,38.882479,-106.339638,35,21,28,12,2020,0,Ejecutivos,0,0
entertainment,74.63,Ravenna,Nebraska,41.0233,-98.9041,2202,41.874726,-99.842215,45,14,1,1,2019,1,Other,3,0
entertainment,12.47,Orient,Washington,48.8878,-118.2105,149,49.04669,-117.341537,42,22,25,12,2020,4,Educación,0,0
home,4.15,Independence,Missouri,39.1412,-94.3515,123373,39.397665,-93.8966,28,12,25,12,2020,4,Ingeniería y Técnicos,0,0
grocery_pos,83.38,Eugene,Oregon,44.0385,-123.0614,191096,43.659954,-123.848539,55,5,1,1,2019,1,Ingeniería y Técnicos,5,0
gas_transport,35.04,Centerview,Missouri,38.7897,-93.8702,2368,38.182848,-93.081779,30,9,18,1,2019,4,Ingeniería y Técnicos,3,0
home,71.28,Luray,Missouri,40.4931,-91.8912,519,40.780326,-92.88831,53,14,14,1,2019,0,Other,3,0
personal_care,39.35,Stayton,Oregon,44.8021,-122.7624,9587,44.669892,-123.444703,51,20,9,1,2019,2,Ingeniería y Técnicos,3,0
misc_net,4.15,Glendale,California,34.1556,-118.2322,172817,34.075144,-118.110818,38,10,29,12,2020,1,Other,5,0
home,76.41,Fort Washakie,Wyoming,43.0048,-108.8964,1645,42.363979,-108.65892,43,19,12,1,2019,5,Other,0,0
personal_care,17.97,Sun City,California,33.7467,-117.1721,54287,32.919912,-117.198152,48,13,27,12,2020,6,Arte,2,0
grocery_pos,106.07,Manley,Nebraska,40.9207,-96.168,206,40.919192,-96.057542,53,0,29,12,2020,1,Ejecutivos,5,0
misc_pos,10.6,Rocky Mount,Missouri,38.2911,-92.7059,1847,38.315403,-93.549829,32,16,27,12,2020,6,Other,5,0
kids_pets,117.88,Blairstown,Missouri,38.5319,-93.9221,467,37.606012,-93.311789,70,23,25,12,2020,4,Ejecutivos,0,0
entertainment,107.38,Arnold,Missouri,38.4305,-90.387,35439,37.67764,-91.129506,34,19,15,1,2019,1,Other,2,0
home,17.6,Carlotta,California,40.507,-123.9743,1139,39.704205,-124.787554,68,13,1,1,2019,1,Salud,2,0
gas_transport,52.17,Port Costa,California,38.046,-122.1866,198,37.511784,-121.636693,60,8,15,1,2019,1,Ejecutivos,2,0
kids_pets,16.68,Wales,Alaska,64.7556,-165.6723,145,64.98076,-165.715711,80,14,11,1,2019,4,Administradores,0,0
food_dining,62.05,Helm,California,36.4992,-120.0936,123,37.204975,-120.007924,46,16,15,1,2019,1,Educación,2,0
home,84.05,Athena,Oregon,45.8289,-118.4971,1302,46.505571,-118.161171,43,21,21,1,2019,0,Other,0,0
shopping_pos,6.92,Moriarty,New Mexico,34.9889,-106.0609,7268,35.585705,-107.010183,32,23,27,12,2020,6,Salud,5,0
kids_pets,63.37,Manley,Nebraska,40.9207,-96.168,206,40.920903,-97.115247,53,23,28,12,2020,0,Ejecutivos,2,0
misc_net,8.08,Issaquah,Washington,47.4974,-122.0107,50489,48.314554,-122.965632,35,9,17,1,2019,3,Other,5,0
misc_net,10.53,Independence,Missouri,39.1412,-94.3515,123373,38.741285,-94.480095,27,2,6,1,2019,6,Ingeniería y Técnicos,5,0
shopping_pos,3.72,Powell Butte,Oregon,44.2415,-121.0113,2016,44.290815,-121.813719,67,4,28,12,2020,0,Ejecutivos,4,0
shopping_net,6.72,Sutherland,Nebraska,41.1558,-101.136,1789,41.498774,-100.50282,38,15,30,12,2020,2,Other,4,0
personal_care,123.32,Carlotta,California,40.507,-123.9743,1139,40.605073,-124.965232,69,20,26,12,2020,5,Salud,3,0
health_fitness,2.26,Broomfield,Colorado,39.8854,-105.1139,92337,39.024239,-105.077394,52,18,21,1,2019,0,Ingeniería y Técnicos,0,0
misc_pos,55.77,Arnold,Missouri,38.4305,-90.387,35439,39.234913,-91.239311,35,12,30,12,2020,2,Other,0,0
food_dining,1.52,Rocky Mount,Missouri,38.2911,-92.7059,1847,37.617513,-93.021359,32,22,31,12,2020,3,Other,0,0
personal_care,20.72,Phoenix,Arizona,33.5623,-112.0559,1312922,34.448792,-112.913092,39,21,24,12,2020,3,Other,0,0
grocery_pos,60.97,Glendale,California,34.1556,-118.2322,172817,33.434443,-117.636933,38,1,25,12,2020,4,Other,5,0
home,73.09,Claremont,California,34.1092,-117.7183,35705,34.094094,-117.07348,64,17,29,12,2020,1,Other,3,0
health_fitness,24.81,Cascade Locks,Oregon,45.671,-121.8686,1288,46.326484,-121.774029,84,15,29,12,2020,1,Other,0,0
personal_care,81.88,Burbank,Washington,46.1966,-118.9017,3684,45.68025,-118.619102,39,17,31,12,2020,3,Arte,3,0
health_fitness,43.04,Independence,Missouri,39.1412,-94.3515,123373,38.474632,-93.478697,28,23,29,12,2020,1,Ingeniería y Técnicos,0,0
grocery_net,58.02,Issaquah,Washington,47.4974,-122.0107,50489,48.368495,-122.491956,35,6,18,1,2019,4,Other,0,0
shopping_pos,4.73,Laguna Hills,California,33.615,-117.7114,45303,33.404607,-116.986619,50,9,1,1,2019,1,Ejecutivos,3,0
personal_care,68.73,Fort Washakie,Wyoming,43.0048,-108.8964,1645,43.522492,-108.839413,43,13,18,1,2019,4,Other,3,0
travel,3.85,Freedom,Wyoming,43.0172,-111.0292,471,43.97906,-111.122623,52,13,9,1,2019,2,Ejecutivos,0,0
health_fitness,96.8,Thompson,Utah,38.9999,-109.615,46,38.888081,-108.765302,33,14,29,12,2020,1,Other,3,0
home,117.11,Fort Washakie,Wyoming,43.0048,-108.8964,1645,43.332599,-108.318444,33,13,4,1,2019,4,Ejecutivos,2,0
misc_net,139.4,Tomales,California,38.2427,-122.9145,337,38.899153,-122.720763,65,1,21,1,2019,0,Salud,3,0
misc_net,4.45,Iliff,Colorado,40.7692,-103.0968,648,39.972771,-103.47253,50,11,5,1,2019,5,Other,5,0
personal_care,10.64,Owensville,Missouri,38.3511,-91.4867,6703,37.466529,-91.930501,21,18,4,1,2019,4,Other,2,0
shopping_pos,1.45,Newberg,Oregon,45.3099,-122.9685,28278,45.782899,-123.266752,42,20,21,1,2019,0,Ingeniería y Técnicos,4,0
shopping_pos,4.94,Sun City,California,33.7467,-117.1721,54287,34.288116,-117.635829,48,18,28,12,2020,0,Arte,3,0
food_dining,89.24,Phoenix,Arizona,33.5623,-112.0559,1312922,33.134396,-112.33878,38,16,15,1,2019,1,Other,2,0
health_fitness,3.13,High Rolls Mountain Park,New Mexico,32.9396,-105.8189,899,33.436645,-105.565402,52,12,3,1,2019,3,Other,0,0
kids_pets,28.37,Wales,Alaska,64.7556,-165.6723,145,64.094575,-165.675162,81,12,26,12,2020,5,Administradores,2,0
shopping_pos,25.78,Browning,Missouri,40.029,-93.1607,602,40.832132,-92.928001,66,1,26,12,2020,5,Other,4,0
gas_transport,75.46,Daly City,California,37.6787,-122.478,107941,38.55478,-122.164588,29,9,25,12,2020,4,Other,3,0
kids_pets,12.58,Oakland,California,37.7878,-122.1884,381459,38.685329,-123.116873,45,23,15,1,2019,1,Other,4,0
kids_pets,13.84,Espanola,New Mexico,35.9866,-106.0654,18408,36.466742,-106.745349,48,22,27,12,2020,6,Ejecutivos,2,0
misc_pos,3.47,Ruidoso,New Mexico,33.3305,-105.6933,8874,32.769791,-104.877091,20,16,31,12,2020,3,Other,2,0
grocery_net,55.85,Sun City,California,33.7467,-117.1721,54287,33.613849,-116.910124,48,8,25,12,2020,4,Arte,5,0
food_dining,24.99,Broomfield,Colorado,39.8854,-105.1139,92337,39.463674,-104.45123,53,21,29,12,2020,1,Ingeniería y Técnicos,2,0
grocery_pos,103.16,Rocky Mount,Missouri,38.2911,-92.7059,1847,37.523394,-92.449633,31,4,20,1,2019,6,Other,5,0
shopping_net,1.82,Manville,Wyoming,42.73,-104.7024,241,43.503069,-104.7425,40,19,31,12,2020,3,Salud,5,0
home,82.91,Helm,California,36.4992,-120.0936,123,37.408381,-120.994166,46,22,7,1,2019,0,Educación,2,0
health_fitness,51.47,Port Costa,California,38.046,-122.1866,198,37.372646,-122.857037,60,13,6,1,2019,6,Ejecutivos,0,0
shopping_net,705.4,High Rolls Mountain Park,New Mexico,32.9396,-105.8189,899,33.706382,-106.110671,53,6,25,12,2020,4,Other,5,0
shopping_net,2.08,Rocky Mount,Missouri,38.2911,-92.7059,1847,38.673678,-92.439615,31,17,17,1,2019,3,Other,5,0
kids_pets,51.97,Athena,Oregon,45.8289,-118.4971,1302,45.726094,-117.8065,44,19,27,12,2020,6,Other,2,0
food_dining,5.24,High Rolls Mountain Park,New Mexico,32.9396,-105.8189,899,32.901653,-106.089994,53,14,26,12,2020,5,Other,0,0
entertainment,128.28,Iliff,Colorado,40.7692,-103.0968,648,41.217346,-104.090005,50,14,7,1,2019,0,Other,0,0
health_fitness,76.64,Fort Washakie,Wyoming,43.0048,-108.8964,1645,42.475287,-108.874086,43,18,2,1,2019,2,Other,3,0
personal_care,3.7,Port Costa,California,38.046,-122.1866,198,38.289436,-122.172512,61,21,24,12,2020,3,Ejecutivos,0,0
home,17.68,Woods Cross,Utah,40.8874,-111.9027,13983,41.192662,-112.82219,40,23,12,1,2019,5,Other,4,0
grocery_pos,76.21,Oakland,California,37.7878,-122.1884,381459,37.390486,-123.144762,45,0,2,1,2019,2,Other,4,0
health_fitness,6.86,Burbank,Washington,46.1966,-118.9017,3684,45.820857,-118.129739,39,15,29,12,2020,1,Arte,2,0
grocery_pos,212.37,Burbank,Washington,46.1966,-118.9017,3684,45.951766,-119.427375,38,8,4,1,2019,4,Arte,5,0
shopping_pos,12.96,Saint Louis,Missouri,38.6171,-90.4504,927396,39.363413,-90.777533,60,7,27,12,2020,6,Other,3,0
misc_pos,8.44,Saint Louis,Missouri,38.6171,-90.4504,927396,39.02459,-90.247979,60,7,27,12,2020,6,Other,0,0
entertainment,58.12,Ashford,Washington,46.7531,-121.9898,759,46.415335,-121.518394,63,19,15,1,2019,1,Other,3,0
